,city,year,month,sales,volume,median,listings,inventory,date
38,Abilene,2003,3,120.0,9445000.0,62300.0,765.0,6.0,2003.16666666667
39,Abilene,2003,4,125.0,11270000.0,79700.0,763.0,6.1,2003.25
40,Abilene,2003,5,142.0,12030000.0,79400.0,750.0,6.0,2003.33333333333
41,Abilene,2003,6,132.0,11545000.0,71400.0,777.0,6.2,2003.41666666667
42,Abilene,2003,7,171.0,13940000.0,75000.0,778.0,6.2,2003.5
43,Abilene,2003,8,193.0,16230000.0,78200.0,731.0,5.7,2003.58333333333
44,Abilene,2003,9,147.0,13350000.0,74300.0,730.0,5.6,2003.66666666667
45,Abilene,2003,10,142.0,11215000.0,67300.0,721.0,5.5,2003.75
46,Abilene,2003,11,129.0,10110000.0,66400.0,675.0,5.1,2003.83333333333
47,Abilene,2003,12,153.0,12655000.0,66900.0,640.0,4.7,2003.91666666667
48,Abilene,2004,1,97.0,6945000.0,66100.0,657.0,4.7,2004.0
49,Abilene,2004,2,119.0,9810000.0,70400.0,682.0,4.9,2004.08333333333
50,Abilene,2004,3,169.0,13635000.0,63900.0,668.0,4.7,2004.16666666667
51,Abilene,2004,4,171.0,14475000.0,68600.0,696.0,4.7,2004.25
52,Abilene,2004,5,159.0,13085000.0,71700.0,752.0,5.1,2004.33333333333
53,Abilene,2004,6,179.0,16255000.0,79600.0,720.0,4.7,2004.41666666667
54,Abilene,2004,7,176.0,16685000.0,82000.0,701.0,4.6,2004.5
55,Abilene,2004,8,190.0,19190000.0,91800.0,686.0,4.5,2004.58333333333
56,Abilene,2004,9,142.0,12325000.0,74700.0,677.0,4.4,2004.66666666667
57,Abilene,2004,10,144.0,12620000.0,81000.0,663.0,4.4,2004.75
58,Abilene,2004,11,138.0,12375000.0,77500.0,630.0,4.1,2004.83333333333
59,Abilene,2004,12,146.0,12270000.0,71100.0,600.0,3.9,2004.91666666667
60,Abilene,2005,1,119.0,10255000.0,74200.0,570.0,3.7,2005.0
61,Abilene,2005,2,130.0,11770000.0,74300.0,581.0,3.7,2005.08333333333
62,Abilene,2005,3,170.0,14470000.0,71300.0,661.0,4.3,2005.16666666667
63,Abilene,2005,4,171.0,16355000.0,80300.0,650.0,4.2,2005.25
64,Abilene,2005,5,176.0,18080000.0,87100.0,660.0,4.2,2005.33333333333
65,Abilene,2005,6,230.0,24050000.0,92500.0,664.0,4.1,2005.41666666667
66,Abilene,2005,7,177.0,18495000.0,93500.0,657.0,4.1,2005.5
67,Abilene,2005,8,216.0,24065000.0,97500.0,638.0,3.9,2005.58333333333
68,Abilene,2005,9,165.0,17145000.0,92800.0,644.0,3.9,2005.66666666667
69,Abilene,2005,10,161.0,16365000.0,92300.0,601.0,3.6,2005.75
70,Abilene,2005,11,137.0,13390000.0,92800.0,496.0,3.0,2005.83333333333
71,Abilene,2005,12,125.0,14415000.0,102500.0,522.0,3.2,2005.91666666667
72,Abilene,2006,1,107.0,11890000.0,90800.0,559.0,3.4,2006.0
73,Abilene,2006,2,152.0,16875000.0,98200.0,561.0,3.4,2006.08333333333
74,Abilene,2006,3,155.0,18030000.0,105400.0,,,2006.16666666667
75,Abilene,2006,4,172.0,17955000.0,100000.0,683.0,4.2,2006.25
76,Abilene,2006,5,179.0,20400000.0,103000.0,736.0,4.5,2006.33333333333
77,Abilene,2006,6,225.0,26620000.0,99800.0,786.0,4.8,2006.41666666667
78,Abilene,2006,7,169.0,19160000.0,93200.0,804.0,4.9,2006.5
79,Abilene,2006,8,220.0,25735000.0,104000.0,812.0,5.0,2006.58333333333
80,Abilene,2006,9,159.0,19850000.0,109500.0,817.0,5.0,2006.66666666667
81,Abilene,2006,10,156.0,17100000.0,97100.0,797.0,4.9,2006.75
82,Abilene,2006,11,146.0,15930000.0,99400.0,792.0,4.8,2006.83333333333
83,Abilene,2006,12,157.0,17985000.0,103100.0,724.0,4.4,2006.91666666667
84,Abilene,2007,1,132.0,13335000.0,91700.0,746.0,4.4,2007.0
85,Abilene,2007,2,140.0,16105000.0,100000.0,774.0,4.6,2007.08333333333
86,Abilene,2007,3,212.0,20410000.0,86500.0,816.0,4.7,2007.16666666667
87,Abilene,2007,4,192.0,20090000.0,89100.0,807.0,4.6,2007.25
88,Abilene,2007,5,213.0,24410000.0,99500.0,849.0,4.8,2007.33333333333
89,Abilene,2007,6,212.0,27605000.0,121200.0,872.0,5.0,2007.41666666667
90,Abilene,2007,7,239.0,29315000.0,114300.0,940.0,5.2,2007.5
91,Abilene,2007,8,196.0,25015000.0,113700.0,948.0,5.3,2007.58333333333
92,Abilene,2007,9,127.0,16588549.0,111500.0,932.0,5.3,2007.66666666667
93,Abilene,2007,10,134.0,16036403.0,110700.0,932.0,5.3,2007.75
94,Abilene,2007,11,107.0,12017671.0,102600.0,892.0,5.2,2007.83333333333
95,Abilene,2007,12,99.0,11134962.0,103000.0,856.0,5.1,2007.91666666667
96,Abilene,2008,1,84.0,9089942.0,88800.0,859.0,5.3,2008.0
97,Abilene,2008,2,127.0,15970270.0,111900.0,899.0,5.6,2008.08333333333
98,Abilene,2008,3,147.0,15496685.0,97500.0,923.0,5.9,2008.16666666667
99,Abilene,2008,4,161.0,18288157.0,106900.0,941.0,6.1,2008.25
100,Abilene,2008,5,182.0,21314933.0,104000.0,951.0,6.3,2008.33333333333
101,Abilene,2008,6,180.0,21146068.0,110400.0,1000.0,6.7,2008.41666666667
102,Abilene,2008,7,171.0,19502253.0,106400.0,1013.0,7.1,2008.5
103,Abilene,2008,8,131.0,16067354.0,111200.0,966.0,7.0,2008.58333333333
104,Abilene,2008,9,141.0,15643014.0,106900.0,992.0,7.2,2008.66666666667
105,Abilene,2008,10,116.0,15057270.0,131600.0,860.0,6.3,2008.75
106,Abilene,2008,11,94.0,10792418.0,100000.0,863.0,6.3,2008.83333333333
107,Abilene,2008,12,117.0,14151971.0,110000.0,821.0,6.0,2008.91666666667
108,Abilene,2009,1,70.0,8414801.0,92900.0,861.0,6.3,2009.0
109,Abilene,2009,2,106.0,10921111.0,95700.0,869.0,6.5,2009.08333333333
110,Abilene,2009,3,131.0,15148755.0,106400.0,891.0,6.7,2009.16666666667
111,Abilene,2009,4,157.0,19565825.0,113800.0,890.0,6.7,2009.25
112,Abilene,2009,5,143.0,16596602.0,105500.0,911.0,7.0,2009.33333333333
113,Abilene,2009,6,187.0,25342963.0,119300.0,802.0,6.2,2009.41666666667
114,Abilene,2009,7,158.0,21925623.0,126200.0,808.0,6.3,2009.5
115,Abilene,2009,8,149.0,17827080.0,106900.0,785.0,6.0,2009.58333333333
116,Abilene,2009,9,128.0,16222840.0,111200.0,745.0,5.7,2009.66666666667
117,Abilene,2009,10,151.0,18076723.0,96800.0,734.0,5.5,2009.75
118,Abilene,2009,11,130.0,16724086.0,114300.0,737.0,5.4,2009.83333333333
119,Abilene,2009,12,124.0,15591347.0,111400.0,705.0,5.2,2009.91666666667
120,Abilene,2010,1,73.0,9130783.0,112200.0,868.0,6.4,2010.0
121,Abilene,2010,2,93.0,10372904.0,98300.0,830.0,6.1,2010.08333333333
122,Abilene,2010,3,133.0,16517713.0,114000.0,854.0,6.3,2010.16666666667
123,Abilene,2010,4,161.0,18788002.0,103600.0,859.0,6.3,2010.25
124,Abilene,2010,5,200.0,22804393.0,99300.0,914.0,6.5,2010.33333333333
125,Abilene,2010,6,169.0,23216943.0,127900.0,932.0,6.7,2010.41666666667
126,Abilene,2010,7,159.0,22363123.0,127300.0,915.0,6.6,2010.5
127,Abilene,2010,8,144.0,17504580.0,122000.0,936.0,6.7,2010.58333333333
128,Abilene,2010,9,116.0,15475763.0,121300.0,899.0,6.5,2010.66666666667
129,Abilene,2010,10,111.0,14570529.0,111900.0,863.0,6.4,2010.75
130,Abilene,2010,11,115.0,11422741.0,87900.0,851.0,6.4,2010.83333333333
131,Abilene,2010,12,116.0,15289470.0,118300.0,830.0,6.3,2010.91666666667
132,Abilene,2011,1,68.0,8834493.0,123300.0,809.0,6.1,2011.0
133,Abilene,2011,2,85.0,10250107.0,111200.0,822.0,6.3,2011.08333333333
134,Abilene,2011,3,131.0,16047423.0,110000.0,857.0,6.5,2011.16666666667
135,Abilene,2011,4,148.0,17453429.0,112000.0,855.0,6.6,2011.25
136,Abilene,2011,5,181.0,22374531.0,115300.0,863.0,6.7,2011.33333333333
137,Abilene,2011,6,213.0,26635498.0,105400.0,840.0,6.4,2011.41666666667
138,Abilene,2011,7,172.0,22734236.0,117900.0,848.0,6.4,2011.5
139,Abilene,2011,8,184.0,22066503.0,99000.0,795.0,5.8,2011.58333333333
140,Abilene,2011,9,138.0,19329727.0,121400.0,763.0,5.5,2011.66666666667
141,Abilene,2011,10,146.0,18916970.0,111100.0,743.0,5.3,2011.75
142,Abilene,2011,11,125.0,17679449.0,127300.0,712.0,5.0,2011.83333333333
143,Abilene,2011,12,128.0,17843463.0,120000.0,693.0,4.8,2011.91666666667
144,Abilene,2012,1,95.0,11371474.0,105600.0,703.0,4.8,2012.0
145,Abilene,2012,2,142.0,16905161.0,102000.0,720.0,4.8,2012.08333333333
146,Abilene,2012,3,172.0,20922281.0,112000.0,723.0,4.7,2012.16666666667
147,Abilene,2012,4,170.0,20909533.0,104400.0,722.0,4.6,2012.25
148,Abilene,2012,5,211.0,28521200.0,111600.0,1125.0,7.1,2012.33333333333
149,Abilene,2012,6,188.0,25629200.0,120000.0,1176.0,7.5,2012.41666666667
150,Abilene,2012,7,183.0,26033906.0,127500.0,1176.0,7.5,2012.5
151,Abilene,2012,8,220.0,31687638.0,130600.0,1132.0,7.1,2012.58333333333
152,Abilene,2012,9,146.0,19821491.0,123200.0,1095.0,6.8,2012.66666666667
153,Abilene,2012,10,191.0,24016275.0,103200.0,1075.0,6.5,2012.75
154,Abilene,2012,11,142.0,19753059.0,125900.0,1036.0,6.3,2012.83333333333
155,Abilene,2012,12,156.0,19985676.0,106200.0,952.0,5.7,2012.91666666667
156,Abilene,2013,1,114.0,15794494.0,125300.0,966.0,5.7,2013.0
157,Abilene,2013,2,140.0,16552641.0,94400.0,943.0,5.6,2013.08333333333
158,Abilene,2013,3,164.0,19609711.0,102500.0,958.0,5.7,2013.16666666667
159,Abilene,2013,4,213.0,27261796.0,113700.0,948.0,5.5,2013.25
160,Abilene,2013,5,225.0,31901380.0,130000.0,923.0,5.3,2013.33333333333
161,Abilene,2013,6,209.0,29454125.0,127300.0,960.0,5.5,2013.41666666667
162,Abilene,2013,7,218.0,32547446.0,140000.0,969.0,5.4,2013.5
163,Abilene,2013,8,236.0,30777727.0,120000.0,976.0,5.4,2013.58333333333
164,Abilene,2013,9,195.0,26237106.0,127500.0,985.0,5.4,2013.66666666667
165,Abilene,2013,10,167.0,21781187.0,119000.0,993.0,5.5,2013.75
166,Abilene,2013,11,145.0,19950273.0,113200.0,946.0,5.2,2013.83333333333
167,Abilene,2013,12,145.0,18412418.0,104700.0,938.0,5.2,2013.91666666667
168,Abilene,2014,1,115.0,15391738.0,117000.0,922.0,5.1,2014.0
169,Abilene,2014,2,137.0,17944719.0,127600.0,906.0,5.0,2014.08333333333
170,Abilene,2014,3,165.0,21615979.0,112400.0,929.0,5.1,2014.16666666667
171,Abilene,2014,4,178.0,25070931.0,124500.0,965.0,5.4,2014.25
172,Abilene,2014,5,191.0,26615130.0,129300.0,1001.0,5.7,2014.33333333333
173,Abilene,2014,6,230.0,34398506.0,135200.0,1023.0,5.8,2014.41666666667
174,Abilene,2014,7,231.0,35861350.0,145800.0,1033.0,5.8,2014.5
175,Abilene,2014,8,203.0,29671329.0,129200.0,1024.0,5.8,2014.58333333333
176,Abilene,2014,9,201.0,30904319.0,135900.0,1012.0,5.8,2014.66666666667
177,Abilene,2014,10,190.0,25431388.0,122400.0,987.0,5.6,2014.75
178,Abilene,2014,11,158.0,24120554.0,132200.0,941.0,5.3,2014.83333333333
179,Abilene,2014,12,165.0,23959468.0,130000.0,823.0,4.6,2014.91666666667
180,Abilene,2015,1,158.0,23486998.0,134100.0,801.0,4.4,2015.0
181,Abilene,2015,2,151.0,19834263.0,126500.0,767.0,4.1,2015.08333333333
182,Abilene,2015,3,198.0,31869437.0,136800.0,821.0,4.4,2015.16666666667
183,Abilene,2015,4,201.0,28301159.0,129600.0,891.0,4.7,2015.25
184,Abilene,2015,5,199.0,31385757.0,144700.0,919.0,4.8,2015.33333333333
185,Abilene,2015,6,260.0,41396230.0,141500.0,965.0,5.0,2015.41666666667
186,Abilene,2015,7,268.0,45845730.0,148700.0,986.0,5.0,2015.5
187,Amarillo,2000,1,102.0,8860000.0,80000.0,972.0,5.3,2000.0
188,Amarillo,2000,2,147.0,13875000.0,78300.0,937.0,5.1,2000.08333333333
189,Amarillo,2000,3,201.0,17930000.0,74800.0,995.0,5.5,2000.16666666667
190,Amarillo,2000,4,176.0,16955000.0,87700.0,985.0,5.5,2000.25
191,Amarillo,2000,5,198.0,19420000.0,81100.0,1020.0,5.6,2000.33333333333
192,Amarillo,2000,6,206.0,20035000.0,84100.0,1055.0,5.9,2000.41666666667
193,Amarillo,2000,7,190.0,20430000.0,94300.0,1193.0,6.8,2000.5
194,Amarillo,2000,8,242.0,25995000.0,95300.0,1208.0,6.6,2000.58333333333
195,Amarillo,2000,9,158.0,16000000.0,91000.0,1248.0,6.9,2000.66666666667
196,Amarillo,2000,10,165.0,16810000.0,89000.0,1191.0,6.7,2000.75
197,Amarillo,2000,11,133.0,13955000.0,87300.0,1174.0,6.7,2000.83333333333
198,Amarillo,2000,12,158.0,15800000.0,88300.0,1092.0,6.3,2000.91666666667
199,Amarillo,2001,1,134.0,14445000.0,89000.0,1087.0,6.2,2001.0
200,Amarillo,2001,2,157.0,15345000.0,87100.0,1037.0,5.9,2001.08333333333
201,Amarillo,2001,3,187.0,19260000.0,86300.0,1030.0,5.9,2001.16666666667
202,Amarillo,2001,4,199.0,21740000.0,93200.0,1055.0,6.0,2001.25
203,Amarillo,2001,5,225.0,22225000.0,88300.0,1064.0,5.9,2001.33333333333
204,Amarillo,2001,6,242.0,25135000.0,91200.0,1092.0,6.0,2001.41666666667
205,Amarillo,2001,7,210.0,25000000.0,97100.0,1141.0,6.2,2001.5
206,Amarillo,2001,8,259.0,29150000.0,93900.0,1144.0,6.2,2001.58333333333
207,Amarillo,2001,9,183.0,19035000.0,87600.0,1137.0,6.1,2001.66666666667
208,Amarillo,2001,10,211.0,22530000.0,88400.0,1137.0,5.9,2001.75
209,Amarillo,2001,11,170.0,18875000.0,90000.0,1137.0,5.8,2001.83333333333
210,Amarillo,2001,12,166.0,18270000.0,96000.0,1072.0,5.5,2001.91666666667
211,Amarillo,2002,1,146.0,14955000.0,83300.0,1071.0,5.5,2002.0
212,Amarillo,2002,2,182.0,18440000.0,86400.0,1090.0,5.5,2002.08333333333
213,Amarillo,2002,3,200.0,20235000.0,85300.0,1046.0,5.2,2002.16666666667
214,Amarillo,2002,4,209.0,21345000.0,89100.0,1106.0,5.5,2002.25
215,Amarillo,2002,5,198.0,21420000.0,95600.0,1140.0,5.8,2002.33333333333
216,Amarillo,2002,6,220.0,25025000.0,97700.0,1191.0,6.1,2002.41666666667
217,Amarillo,2002,7,213.0,23185000.0,99600.0,1266.0,6.4,2002.5
218,Amarillo,2002,8,193.0,21345000.0,93900.0,1256.0,6.6,2002.58333333333
219,Amarillo,2002,9,186.0,22045000.0,95800.0,1214.0,6.4,2002.66666666667
220,Amarillo,2002,10,176.0,21245000.0,91900.0,1242.0,6.6,2002.75
221,Amarillo,2002,11,173.0,19605000.0,95000.0,1249.0,6.6,2002.83333333333
222,Amarillo,2002,12,153.0,14150000.0,79600.0,1205.0,6.4,2002.91666666667
223,Amarillo,2003,1,165.0,14985000.0,79600.0,1205.0,6.4,2003.0
224,Amarillo,2003,2,176.0,17255000.0,86700.0,1173.0,6.2,2003.08333333333
225,Amarillo,2003,3,203.0,22330000.0,95500.0,1293.0,6.9,2003.16666666667
226,Amarillo,2003,4,220.0,23455000.0,88900.0,1279.0,6.7,2003.25
227,Amarillo,2003,5,264.0,28375000.0,98300.0,1360.0,7.0,2003.33333333333
228,Amarillo,2003,6,260.0,30990000.0,108900.0,1382.0,7.0,2003.41666666667
229,Amarillo,2003,7,296.0,32085000.0,93500.0,1412.0,6.9,2003.5
230,Amarillo,2003,8,288.0,35820000.0,107400.0,1422.0,6.7,2003.58333333333
231,Amarillo,2003,9,287.0,30035000.0,91900.0,1406.0,6.3,2003.66666666667
232,Amarillo,2003,10,238.0,26325000.0,95600.0,1387.0,6.1,2003.75
233,Amarillo,2003,11,212.0,23395000.0,95000.0,1349.0,5.9,2003.83333333333
234,Amarillo,2003,12,219.0,22975000.0,90900.0,1242.0,5.3,2003.91666666667
235,Amarillo,2004,1,181.0,20110000.0,90400.0,1215.0,5.1,2004.0
236,Amarillo,2004,2,227.0,23885000.0,94500.0,1219.0,5.1,2004.08333333333
237,Amarillo,2004,3,248.0,27265000.0,93500.0,1186.0,4.8,2004.16666666667
238,Amarillo,2004,4,274.0,30270000.0,95500.0,1196.0,4.8,2004.25
239,Amarillo,2004,5,289.0,32160000.0,94400.0,1199.0,4.8,2004.33333333333
240,Amarillo,2004,6,322.0,38385000.0,99600.0,1248.0,4.9,2004.41666666667
241,Amarillo,2004,7,320.0,39300000.0,106100.0,1250.0,4.8,2004.5
242,Amarillo,2004,8,263.0,30490000.0,98400.0,1246.0,4.9,2004.58333333333
243,Amarillo,2004,9,266.0,30635000.0,89700.0,1241.0,4.9,2004.66666666667
244,Amarillo,2004,10,210.0,24165000.0,98000.0,1196.0,4.7,2004.75
245,Amarillo,2004,11,228.0,24865000.0,97700.0,1154.0,4.5,2004.83333333333
246,Amarillo,2004,12,229.0,29985000.0,105500.0,1090.0,4.3,2004.91666666667
247,Amarillo,2005,1,218.0,24070000.0,93900.0,1072.0,4.2,2005.0
248,Amarillo,2005,2,238.0,29525000.0,108300.0,1079.0,4.2,2005.08333333333
249,Amarillo,2005,3,268.0,33065000.0,109200.0,1023.0,3.9,2005.16666666667
250,Amarillo,2005,4,284.0,33030000.0,97700.0,1082.0,4.1,2005.25
251,Amarillo,2005,5,312.0,40885000.0,112700.0,1132.0,4.3,2005.33333333333
252,Amarillo,2005,6,340.0,46910000.0,117000.0,1156.0,4.4,2005.41666666667
253,Amarillo,2005,7,314.0,37715000.0,107200.0,1221.0,4.6,2005.5
254,Amarillo,2005,8,317.0,42500000.0,112600.0,1224.0,4.6,2005.58333333333
255,Amarillo,2005,9,309.0,41940000.0,111800.0,1201.0,4.4,2005.66666666667
256,Amarillo,2005,10,67.0,7225000.0,87000.0,,,2005.75
257,Amarillo,2005,11,235.0,30815000.0,112400.0,1240.0,4.8,2005.83333333333
258,Amarillo,2005,12,211.0,25900000.0,102500.0,1121.0,4.3,2005.91666666667
259,Amarillo,2006,1,156.0,20680000.0,115000.0,1181.0,4.6,2006.0
260,Amarillo,2006,2,242.0,32575000.0,110700.0,1183.0,4.6,2006.08333333333
261,Amarillo,2006,3,321.0,41000000.0,105100.0,1238.0,4.8,2006.16666666667
262,Amarillo,2006,4,251.0,31135000.0,108700.0,1248.0,4.9,2006.25
263,Amarillo,2006,5,348.0,49000000.0,123000.0,1286.0,5.0,2006.33333333333
264,Amarillo,2006,6,345.0,46755000.0,120700.0,,,2006.41666666667
265,Amarillo,2006,7,324.0,46595000.0,124300.0,1439.0,5.5,2006.5
266,Amarillo,2006,8,362.0,50930000.0,122200.0,1511.0,5.7,2006.58333333333
267,Amarillo,2006,9,288.0,37365000.0,114100.0,,,2006.66666666667
268,Amarillo,2006,10,301.0,37585000.0,107400.0,1435.0,5.1,2006.75
269,Amarillo,2006,11,235.0,31405000.0,114200.0,1393.0,4.9,2006.83333333333
270,Amarillo,2006,12,272.0,32930000.0,105200.0,1252.0,4.4,2006.91666666667
271,Amarillo,2007,1,179.0,22380000.0,112600.0,1304.0,4.5,2007.0
272,Amarillo,2007,2,265.0,31655000.0,105000.0,1273.0,4.4,2007.08333333333
273,Amarillo,2007,3,277.0,37430000.0,117100.0,1311.0,4.6,2007.16666666667
274,Amarillo,2007,4,285.0,37810000.0,118400.0,1313.0,4.5,2007.25
275,Amarillo,2007,5,351.0,46910000.0,113800.0,1408.0,4.8,2007.33333333333
276,Amarillo,2007,6,348.0,50975000.0,117700.0,1458.0,5.0,2007.41666666667
277,Amarillo,2007,7,326.0,45000000.0,114400.0,1549.0,5.3,2007.5
278,Amarillo,2007,8,315.0,50625000.0,133100.0,1584.0,5.5,2007.58333333333
279,Amarillo,2007,9,242.0,34370000.0,121800.0,1578.0,5.6,2007.66666666667
280,Amarillo,2007,10,243.0,33060000.0,116100.0,1513.0,5.4,2007.75
281,Amarillo,2007,11,253.0,32910000.0,114800.0,,,2007.83333333333
282,Amarillo,2007,12,216.0,31950000.0,129000.0,1373.0,5.0,2007.91666666667
283,Amarillo,2008,1,187.0,26055000.0,123600.0,1421.0,5.2,2008.0
284,Amarillo,2008,2,274.0,37900000.0,122700.0,1413.0,5.1,2008.08333333333
285,Amarillo,2008,3,264.0,36825000.0,122300.0,1336.0,4.9,2008.16666666667
286,Amarillo,2008,4,299.0,45755000.0,124900.0,1387.0,5.0,2008.25
287,Amarillo,2008,5,291.0,41435000.0,122200.0,1498.0,5.5,2008.33333333333
288,Amarillo,2008,6,296.0,42955000.0,122600.0,1519.0,5.7,2008.41666666667
289,Amarillo,2008,7,324.0,45600000.0,123100.0,1564.0,5.9,2008.5
290,Amarillo,2008,8,284.0,40730000.0,129500.0,1519.0,5.7,2008.58333333333
291,Amarillo,2008,9,254.0,38575000.0,132700.0,1480.0,5.6,2008.66666666667
292,Amarillo,2008,10,226.0,34800000.0,130000.0,1474.0,5.6,2008.75
293,Amarillo,2008,11,140.0,19235000.0,116500.0,1471.0,5.8,2008.83333333333
294,Amarillo,2008,12,170.0,22755000.0,117900.0,1437.0,5.7,2008.91666666667
295,Amarillo,2009,1,151.0,22330000.0,127300.0,1430.0,5.8,2009.0
296,Amarillo,2009,2,179.0,24005000.0,118800.0,1458.0,6.1,2009.08333333333
297,Amarillo,2009,3,202.0,27975000.0,121200.0,1470.0,6.3,2009.16666666667
298,Amarillo,2009,4,227.0,31570000.0,126000.0,1533.0,6.7,2009.25
299,Amarillo,2009,5,247.0,36520000.0,129500.0,1506.0,6.7,2009.33333333333
300,Amarillo,2009,6,307.0,46045000.0,126000.0,1543.0,6.8,2009.41666666667
301,Amarillo,2009,7,254.0,36730000.0,124600.0,1588.0,7.2,2009.5
302,Amarillo,2009,8,246.0,34305000.0,124700.0,1589.0,7.3,2009.58333333333
303,Amarillo,2009,9,251.0,32745000.0,117600.0,1520.0,7.0,2009.66666666667
304,Amarillo,2009,10,266.0,37810000.0,123700.0,1470.0,6.7,2009.75
305,Amarillo,2009,11,263.0,37462352.0,123500.0,1360.0,5.9,2009.83333333333
306,Amarillo,2009,12,204.0,28945000.0,116500.0,1261.0,5.4,2009.91666666667
307,Amarillo,2010,1,107.0,16555053.0,131200.0,1311.0,5.7,2010.0
308,Amarillo,2010,2,178.0,23246256.0,115000.0,1338.0,5.8,2010.08333333333
309,Amarillo,2010,3,203.0,26989053.0,113500.0,1472.0,6.4,2010.16666666667
310,Amarillo,2010,4,293.0,39634272.0,122800.0,1474.0,6.3,2010.25
311,Amarillo,2010,5,333.0,45797490.0,122100.0,,,2010.33333333333
312,Amarillo,2010,6,272.0,42959136.0,139400.0,1449.0,6.1,2010.41666666667
313,Amarillo,2010,7,182.0,25534386.0,126200.0,1643.0,7.0,2010.5
314,Amarillo,2010,8,247.0,42336958.0,130300.0,1592.0,6.8,2010.58333333333
315,Amarillo,2010,9,205.0,28885143.0,125800.0,1550.0,6.8,2010.66666666667
316,Amarillo,2010,10,216.0,31979853.0,125500.0,1527.0,6.8,2010.75
317,Amarillo,2010,11,135.0,20171558.0,130700.0,1341.0,6.2,2010.83333333333
318,Amarillo,2010,12,185.0,24975000.0,118900.0,1381.0,6.5,2010.91666666667
319,Amarillo,2011,1,122.0,16986129.0,122700.0,1480.0,6.9,2011.0
320,Amarillo,2011,2,153.0,21097782.0,113800.0,1409.0,6.6,2011.08333333333
321,Amarillo,2011,3,221.0,31326971.0,123500.0,1435.0,6.7,2011.16666666667
322,Amarillo,2011,4,226.0,34340022.0,126200.0,1470.0,7.1,2011.25
323,Amarillo,2011,5,239.0,34842734.0,126600.0,1507.0,7.5,2011.33333333333
324,Amarillo,2011,6,276.0,43981120.0,136000.0,1513.0,7.5,2011.41666666667
325,Amarillo,2011,7,267.0,39229851.0,124400.0,1511.0,7.3,2011.5
